kode_mk,nama_mk,sks,peminatan,semester,deskripsi
KMNF11003TI,Pembentukan karakter,2,umum,1,Mata kuliah ini bertujuan untuk membentuk dan mengembangkan karakter mahasiswa agar mejadi intelektual muslim yang memiliki sikap dan karakter positip yang berguna dalam menjalani proses belajar di perkuliahan dan juga bermanfaat dalam kehidupannya.
